pixel number,r,g,b
0.101532,0.101532,0.101532
0.068240,0.094625,0.110456
0.000000,0.053068,0.084910
0.000000,0.053565,0.085704
0.000000,0.053614,0.085782
0.000000,0.040562,0.064899
0.000000,0.040989,0.065583
0.000000,0.068449,0.109519
0.000000,0.055000,0.087999
0.000000,0.055551,0.088881
0.000000,0.055914,0.089462
0.000000,0.042170,0.067472
0.000000,0.056774,0.090838
0.000000,0.057159,0.091455
0.000000,0.057565,0.092104
0.000000,0.057915,0.092664
0.000000,0.043704,0.069927
0.000000,0.073470,0.117551
0.000000,0.058966,0.094345
0.000000,0.059607,0.095371
0.000000,0.059953,0.095925
0.000000,0.045372,0.072595
0.000000,0.060775,0.097241
0.000000,0.076637,0.122619
0.000000,0.061784,0.098854
0.000000,0.077722,0.124355
0.000000,0.062475,0.099960
0.000000,0.015772,0.025235
0.000000,0.063445,0.101512
0.000000,0.063895,0.102232
0.000000,0.064440,0.103105
0.000000,0.081346,0.130154
0.000000,0.048839,0.078142
0.000000,0.082501,0.132001
0.000000,0.049789,0.079662
0.000000,0.050067,0.080107
0.000000,0.067231,0.107570
0.000000,0.050864,0.081383
0.000000,0.085087,0.136139
0.000000,0.051418,0.082269
0.000000,0.086456,0.138329
0.000000,0.069681,0.111490
0.000000,0.070189,0.112303
0.000000,0.088458,0.141532
0.000000,0.071192,0.113907
0.000000,0.071892,0.115027
0.000000,0.090235,0.144376
0.000000,0.072609,0.116174
0.000000,0.091443,0.146309
0.000000,0.073758,0.118013
0.000000,0.092671,0.148274
0.000000,0.074576,0.119321
0.000000,0.056653,0.090645
0.000000,0.094785,0.151656
0.000000,0.038229,0.061167
0.000000,0.038511,0.061618
0.000000,0.097098,0.155356
0.000000,0.077981,0.124770
0.000000,0.078543,0.125669
0.000000,0.039538,0.063261
0.000000,0.079764,0.127622
0.000000,0.060089,0.096142
0.000000,0.101475,0.162359
0.000000,0.081645,0.130632
0.000000,0.061331,0.098129
0.000000,0.061928,0.099085
0.000000,0.083263,0.133220
0.000000,0.104878,0.167805
0.000000,0.105253,0.168405
0.000000,0.085119,0.136191
0.000000,0.107440,0.171904
0.000000,0.107713,0.172341
